date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_per_sqft,age,renovated
2015-03-26,276000.0,2,1.0,720,4000,1.0,0,0,3,6,720,0,1918,98106,1630,4000,383.3333333333333,106,0
2014-06-30,327500.0,3,2.25,2310,7200,2.0,0,0,3,8,2310,0,1990,98031,1960,7201,141.77489177489178,34,0
2014-06-17,810000.0,3,2.5,2670,10481,2.0,0,0,3,9,2670,0,2003,98033,2620,8895,303.3707865168539,21,0
2014-11-21,715000.0,3,3.25,3060,9055,2.0,0,0,3,10,2460,600,1994,98052,2990,9598,233.66013071895424,30,0
2014-08-05,272000.0,3,1.5,1380,11760,1.0,0,0,4,7,1380,0,1963,98055,1650,9855,197.1014492753623,61,0
2015-04-21,266000.0,2,1.0,700,5559,1.0,0,0,5,6,700,0,1949,98155,1230,8100,380.0,75,0
2015-04-27,543000.0,3,1.5,1710,8364,2.0,0,2,3,7,1710,0,1944,98136,2430,9040,317.5438596491228,80,0
2014-10-07,400000.0,3,2.5,1450,8064,1.0,0,0,3,8,1450,0,1984,98074,1710,9554,275.86206896551727,40,0
2014-08-06,509500.0,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,1961,98007,2050,8800,247.33009708737865,63,0
2014-05-21,495000.0,3,3.5,2380,6250,2.0,0,3,3,8,1670,710,1997,98118,2540,4010,207.98319327731093,27,0
2015-03-13,424950.0,4,2.5,2760,5564,2.0,0,0,3,7,2760,0,2001,98056,2670,5626,153.9673913043478,23,0
2014-09-26,230000.0,3,1.0,940,10875,1.0,0,0,3,7,940,0,1957,98056,1250,11200,244.68085106382978,67,0
2014-08-06,235000.0,4,1.5,1760,6150,1.5,0,0,3,7,1760,0,1951,98031,1760,8276,133.52272727272728,73,0
2015-03-09,763000.0,3,2.0,1360,8752,1.0,0,2,4,6,1360,0,1942,98033,2530,7680,561.0294117647059,82,0
2014-09-19,350000.0,3,1.75,2010,6150,2.0,0,0,5,7,2010,0,1939,98178,1770,7380,174.12935323383084,85,0
2014-11-26,900000.0,3,1.5,2160,2260,2.0,0,2,5,8,1620,540,1917,98119,2570,2400,416.6666666666667,107,0
2014-10-07,250000.0,3,1.0,930,6060,1.0,0,0,4,6,930,0,1973,98118,1640,6364,268.81720430107526,51,0
2015-01-26,225000.0,3,2.5,1020,2040,2.0,0,0,3,7,720,300,2004,98106,1060,1478,220.58823529411765,20,0
2014-12-26,255000.0,2,2.0,1360,5433,1.0,0,0,3,8,1360,0,1974,98198,1160,5264,187.5,50,1
2014-06-04,161700.0,4,1.75,1720,7200,1.0,0,0,3,7,1220,500,1974,98023,1790,7200,94.01162790697674,50,0
2015-02-02,336000.0,3,3.0,1790,13350,1.0,0,0,3,7,1190,600,1988,98178,1740,10624,187.7094972067039,36,0
2014-10-23,410500.0,3,1.0,1150,6800,1.0,0,0,3,7,1150,0,1954,98133,1210,6800,356.95652173913044,70,0
2014-11-11,502700.0,4,3.5,2710,14016,2.0,0,0,4,8,2710,0,1968,98155,1590,27903,185.49815498154982,56,0
2014-09-23,505000.0,3,2.5,2400,9601,1.0,0,0,5,7,1390,1010,1977,98034,2010,9943,210.41666666666666,47,0
2014-12-16,250000.0,3,1.0,1660,7650,1.5,0,0,3,7,1350,310,1910,98118,1750,5760,150.6024096385542,114,0
2015-04-22,570000.0,3,1.0,1660,7650,1.5,0,0,3,7,1350,310,1910,98118,1750,5760,343.3734939759036,114,0
2015-03-18,349900.0,4,2.5,2290,8796,2.0,0,0,3,8,2290,0,1994,98198,2130,8796,152.7947598253275,30,0
2014-12-09,465000.0,3,2.5,2870,25663,2.0,0,0,3,10,2870,0,1988,98003,2950,24347,162.02090592334494,36,0
2014-05-30,625000.0,4,3.25,4240,25639,2.0,0,3,3,10,3550,690,1989,98023,3590,24967,147.4056603773585,35,0
2015-02-19,655000.0,3,1.75,1800,5102,1.0,0,0,3,7,1170,630,1952,98199,1720,5102,363.8888888888889,72,0
2015-03-27,469000.0,4,1.75,2960,11347,1.0,0,0,4,8,1570,1390,1946,98166,1660,8911,158.44594594594594,78,0
2014-10-09,355000.0,3,2.25,1980,7200,1.0,0,0,3,8,1300,680,1964,98177,1820,8250,179.2929292929293,60,0
2015-02-24,596000.0,3,2.5,1730,2631,2.0,0,0,3,8,1730,0,2001,98005,1730,2751,344.5086705202312,23,0
2015-04-02,790000.0,4,2.5,3020,36893,2.0,0,0,3,9,3020,0,1986,98077,3020,36444,261.58940397350995,38,1
2014-10-08,885000.0,4,2.25,4470,86225,2.0,0,0,3,10,4470,0,1991,98053,3850,97049,197.98657718120805,33,0
2014-09-12,1030000.0,4,3.25,2830,4000,2.0,0,0,3,9,1910,920,1912,98144,2740,4000,363.9575971731449,112,1
2015-04-03,710000.0,4,1.75,2120,5400,1.0,0,0,4,8,1060,1060,1941,98199,2052,6000,334.9056603773585,83,0
2014-08-14,428040.0,3,2.5,2150,9266,2.0,0,0,3,8,2150,0,1988,98028,2150,12550,199.08837209302325,36,0
2015-04-14,1370000.0,5,2.25,3510,13843,1.0,0,2,3,8,1850,1660,1959,98040,2680,8750,390.3133903133903,65,0
2014-06-05,546000.0,2,1.0,970,3400,1.0,0,0,3,7,970,0,1924,98109,1180,3600,562.8865979381443,100,0
2014-08-03,540000.0,4,1.0,1360,5766,1.5,0,0,5,7,1360,0,1951,98115,1500,5704,397.05882352941177,73,0
2014-09-08,435000.0,3,2.5,1470,3000,1.0,0,0,3,7,930,540,1985,98115,1470,5588,295.9183673469388,39,0
2015-04-06,540000.0,4,2.25,3040,10283,1.0,0,0,4,8,1430,1610,1984,98074,1870,11074,177.6315789473684,40,0
2014-11-13,284000.0,2,1.0,860,7204,1.0,0,0,3,7,860,0,1918,98106,1200,7500,330.2325581395349,106,0
2014-07-14,208000.0,2,1.0,820,5700,1.0,0,0,5,5,820,0,1942,98056,1000,5700,253.65853658536585,82,0
2014-12-03,315000.0,3,1.75,1900,7076,1.0,0,0,3,7,1130,770,1977,98155,1540,10113,165.78947368421052,47,0
2014-07-31,417500.0,2,1.0,1330,5510,1.0,0,0,3,6,850,480,1910,98117,1200,4150,313.90977443609023,114,0
2014-09-17,345000.0,3,1.75,1240,38095,1.0,0,0,3,7,1240,0,1978,98053,2060,38552,278.2258064516129,46,0
2014-09-02,375000.0,3,2.5,1330,1064,3.0,0,0,3,8,1330,0,2004,98117,1330,1113,281.9548872180451,20,0
2014-06-23,389800.0,3,1.75,1880,12821,1.0,0,0,3,7,1880,0,1959,98155,1540,12868,207.3404255319149,65,0
2015-04-08,475000.0,3,1.75,1890,7560,1.0,0,0,3,8,1430,460,1973,98034,1890,9095,251.32275132275132,51,0
2014-05-08,569000.0,4,2.25,2250,41688,2.0,0,0,3,8,2250,0,1980,98053,2350,37920,252.88888888888889,44,0
2015-03-31,985000.0,5,4.25,4650,108464,2.0,0,0,3,10,3260,1390,1999,98024,2810,155509,211.8279569892473,25,0
2015-01-29,532000.0,3,2.5,1830,8022,2.0,0,0,3,8,1830,0,1987,98074,2030,7736,290.7103825136612,37,0
2014-08-11,280000.0,2,1.0,720,5000,1.0,0,0,5,6,720,0,1951,98126,810,5000,388.8888888888889,73,0
2015-02-17,435000.0,4,2.0,1960,50112,1.0,0,0,4,7,1050,910,1963,98058,2340,44967,221.9387755102041,61,0
2015-03-16,223000.0,3,1.0,1220,71191,1.0,0,0,3,6,1220,0,1952,98023,1960,15378,182.78688524590163,72,0
2015-01-15,390000.0,2,1.0,1800,119790,1.0,0,0,4,7,1200,600,1947,98027,2320,79208,216.66666666666666,77,1
2014-10-27,315000.0,3,1.75,1340,12800,1.0,0,0,3,7,880,460,1981,98058,1500,7875,235.07462686567163,43,0
2014-10-14,612000.0,3,3.0,1740,3700,1.0,0,0,3,7,1740,0,1982,98122,1830,2480,351.7241379310345,42,0
2014-05-13,591000.0,3,1.75,1680,2400,1.0,0,0,5,7,870,810,1922,98122,1440,3600,351.7857142857143,102,0
2014-07-11,800000.0,4,2.25,3220,8436,2.0,0,0,3,8,3220,0,1968,98008,2500,7632,248.4472049689441,56,0
2015-01-22,225000.0,3,2.0,1610,8400,1.0,0,0,3,8,1610,0,1990,98022,1930,8459,139.75155279503105,34,0
2014-05-08,589900.0,2,3.0,3160,66646,2.0,0,0,3,7,3160,0,1993,98077,3140,38790,186.6772151898734,31,0
2014-11-26,565000.0,4,2.5,2520,13156,1.0,0,0,3,8,1520,1000,1979,98052,2050,10940,224.20634920634922,45,0
2015-02-19,650000.0,3,1.5,2120,8448,1.0,0,0,3,7,1060,1060,1940,98199,1620,7920,306.60377358490564,84,0
2014-09-18,499000.0,3,2.5,2090,8505,2.0,0,0,3,8,2090,0,1951,98177,1640,8100,238.755980861244,73,1
2014-05-15,280000.0,3,1.0,1330,20562,1.5,0,0,3,5,1330,0,1959,98045,1350,20562,210.52631578947367,65,0
2015-01-28,649950.0,3,2.5,2420,7500,1.0,0,2,4,8,1210,1210,1944,98117,2340,7500,268.57438016528926,80,0
2014-07-09,420000.0,3,1.75,1510,6360,1.0,0,0,4,7,1510,0,1954,98133,1480,7260,278.1456953642384,70,0
2014-12-15,319990.0,4,2.5,2120,5293,2.0,0,0,3,7,2120,0,2003,98031,1990,5313,150.93867924528303,21,0
2014-08-12,265000.0,3,2.0,1850,16535,1.0,0,0,3,7,1850,0,1992,98014,1528,13295,143.24324324324326,32,0
2015-02-23,482000.0,3,1.75,2300,16474,1.0,0,0,3,7,1220,1080,1984,98072,1940,15601,209.56521739130434,40,0
2014-08-05,452000.0,3,2.25,2600,14810,1.0,0,2,4,8,1490,1110,1956,98166,2450,16715,173.84615384615384,68,0
2014-07-18,1488000.0,4,4.25,5180,13077,2.0,0,3,3,12,4280,900,1998,98006,5030,15069,287.25868725868725,26,0
2014-08-21,375000.0,2,1.0,1810,8527,1.5,0,0,4,7,1810,0,1943,98133,1490,6800,207.18232044198896,81,0
2014-07-03,588000.0,5,3.0,2190,4900,2.0,0,0,5,7,1490,700,1940,98117,1370,4606,268.4931506849315,84,0
2015-04-24,635000.0,4,2.5,2500,10215,2.0,0,0,3,9,2500,0,1998,98075,2890,10240,254.0,26,0
2014-07-03,280500.0,4,2.5,1890,6962,2.0,0,0,3,8,1890,0,1997,98092,2170,6803,148.4126984126984,27,0
2014-09-25,210500.0,2,1.75,2040,8600,1.0,0,0,4,6,1430,610,1985,98003,1310,7859,103.18627450980392,39,0
2014-09-26,196500.0,3,2.0,1310,7000,1.0,0,0,4,7,1310,0,1979,98023,1390,7500,150.0,45,0
2014-05-05,1395000.0,5,3.5,4010,8510,2.0,0,1,5,9,2850,1160,1971,98105,2610,6128,347.8802992518703,53,0
2015-02-06,475000.0,3,1.75,1780,8033,1.0,0,0,2,7,1210,570,1977,98034,1630,7508,266.85393258426967,47,0
2015-05-04,550000.0,3,2.5,1980,9061,2.0,0,0,4,8,1980,0,1987,98074,1930,8869,277.77777777777777,37,0
2014-05-21,1580000.0,3,3.25,3690,7200,2.0,0,0,3,11,3690,0,2007,98033,1880,7200,428.18428184281845,17,0
2015-04-22,240000.0,3,1.75,1540,6687,1.0,0,0,3,7,1200,340,1991,98022,1540,7242,155.84415584415584,33,0
2015-04-29,272000.0,3,1.0,1130,8100,1.5,0,0,3,6,1130,0,1934,98168,1080,8100,240.7079646017699,90,0
2015-03-24,408506.0,3,2.75,2480,209199,1.5,0,0,3,8,1870,610,2000,98010,2040,219229,164.72016129032258,24,0
2014-08-18,640000.0,3,2.5,2580,7500,2.0,0,0,3,9,2580,0,1991,98116,910,6500,248.06201550387595,33,0
2014-05-14,316000.0,4,2.5,2010,7226,2.0,0,0,3,8,2010,0,1995,98092,2160,7696,157.2139303482587,29,0
2014-08-20,299000.0,4,2.0,2320,12000,1.0,0,0,3,7,1720,600,1943,98108,1390,6000,128.8793103448276,81,1
2015-03-05,447500.0,2,2.25,1180,2090,2.0,0,0,3,7,1180,0,2004,98122,1550,2812,379.23728813559325,20,0
2014-05-05,736500.0,4,2.5,3180,21904,2.0,0,3,3,9,3180,0,2000,98059,3715,29170,231.60377358490567,24,0
2014-07-28,665000.0,4,2.0,2970,52567,2.0,0,0,3,8,2970,0,1924,98072,3280,46676,223.9057239057239,100,1
2015-04-24,707000.0,5,2.5,3050,13212,1.0,0,0,4,8,1590,1460,1975,98006,2550,10826,231.80327868852459,49,0
2014-08-29,215000.0,4,1.75,1630,8000,1.0,0,0,3,7,1630,0,1959,98031,1630,7700,131.90184049079755,65,0
2014-12-11,275000.0,3,2.25,1620,6415,2.0,0,0,4,7,1620,0,1989,98038,1640,7253,169.7530864197531,35,0
2015-03-25,648000.0,4,2.25,2170,8240,2.0,0,1,4,8,2170,0,1983,98006,2600,9898,298.6175115207373,41,0
2014-10-28,415000.0,4,2.5,2150,8173,2.0,0,0,3,8,2150,0,1987,98059,2080,7620,193.02325581395348,37,0
2014-11-19,690000.0,3,2.0,1770,1800,3.0,0,0,3,8,1770,0,1999,98122,1890,3200,389.8305084745763,25,0
2014-09-24,320000.0,4,2.75,2110,13260,1.0,0,0,4,7,1290,820,1979,98058,1980,11016,151.65876777251185,45,0
2014-09-02,750000.0,3,1.75,1590,8285,1.0,0,0,4,8,1590,0,1956,98004,1970,8970,471.6981132075472,68,0
2014-06-30,355000.0,3,2.25,1370,1524,3.0,0,0,3,8,1370,0,2005,98103,1370,1418,259.1240875912409,19,0
2014-05-08,246000.0,3,1.75,1390,7399,1.0,0,0,4,7,1390,0,1975,98031,1460,7800,176.97841726618705,49,0
2014-10-01,1155000.0,3,1.75,1640,10464,1.0,0,2,4,8,1640,0,1968,98004,2630,18872,704.2682926829268,56,0
2014-06-06,744000.0,3,2.5,2670,12187,2.0,0,0,3,8,2670,0,1986,98052,2400,8999,278.65168539325845,38,0
2014-09-11,1210000.0,3,3.75,5400,24740,2.0,0,0,3,11,5400,0,1997,98053,1690,20000,224.07407407407408,27,0
2014-12-10,217000.0,3,2.0,1690,6750,1.0,0,0,3,7,1210,480,1977,98023,1930,7350,128.4023668639053,47,0
2014-07-09,583000.0,3,2.5,2600,5100,2.0,0,1,3,8,2600,0,1998,98056,2270,5400,224.23076923076923,26,0
2014-11-11,515000.0,2,1.5,1400,5000,1.0,0,0,4,7,1150,250,1904,98107,1530,4200,367.85714285714283,120,0
2015-03-19,594000.0,4,1.75,2140,8000,1.0,0,0,4,8,1410,730,1965,98007,2080,8000,277.5700934579439,59,0
2014-10-22,303100.0,3,1.5,1640,5650,1.0,0,0,3,8,1640,0,1952,98178,1640,5650,184.8170731707317,72,0
2014-10-10,430000.0,3,1.75,1720,15225,1.0,0,0,4,7,1020,700,1970,98075,1860,13588,250.0,54,0
2014-12-08,708000.0,5,3.25,3060,11778,2.0,0,0,3,8,3060,0,2004,98034,1840,10403,231.37254901960785,20,0
2014-08-13,221000.0,3,1.0,1150,7260,1.0,0,0,3,7,1150,0,1959,98133,1200,7888,192.17391304347825,65,0
2015-03-24,325000.0,3,2.5,2000,7205,2.0,0,0,3,8,2000,0,1998,98003,2180,7611,162.5,26,0
2014-06-24,1295650.0,0,0.0,4810,28008,2.0,0,0,3,12,4810,0,1990,98053,4740,35061,269.3659043659044,34,0
2015-02-19,385000.0,3,1.75,1560,5950,1.0,0,0,4,6,780,780,1944,98125,1320,7830,246.7948717948718,80,0
2015-03-27,359500.0,3,2.5,2070,4689,2.0,0,0,3,8,2070,0,2013,98038,1880,4593,173.67149758454107,11,0
2014-08-07,433000.0,3,2.0,1920,7200,1.0,0,0,3,7,1300,620,1984,98028,2010,7200,225.52083333333334,40,0
2015-03-23,525000.0,2,1.0,1000,4950,1.0,0,0,3,7,800,200,1948,98116,1060,5500,525.0,76,0
2014-07-22,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,98178,2390,6650,210.76923076923077,96,0
2014-07-29,595000.0,4,2.0,3090,87120,1.0,0,0,4,7,1590,1500,1974,98072,2560,88426,192.5566343042071,50,0
2014-09-15,560000.0,4,1.5,1790,3420,1.0,0,0,4,7,1020,770,1923,98103,1680,3420,312.8491620111732,101,0
2014-12-08,2175000.0,4,3.0,4750,21701,1.5,0,0,5,11,4750,0,1976,98004,3120,18551,457.89473684210526,48,0
2014-10-27,513000.0,4,2.0,2090,4000,1.0,0,0,3,7,1480,610,1951,98107,1510,5000,245.45454545454547,73,0
2014-07-21,365000.0,2,1.0,680,2550,1.0,0,0,4,5,680,0,1901,98117,1120,5100,536.7647058823529,123,0
2014-07-08,368000.0,4,1.75,2100,11942,1.0,0,0,3,7,1030,1070,1964,98106,1170,6986,175.23809523809524,60,0
2014-06-25,870000.0,4,2.75,2840,4000,1.5,0,0,5,8,1960,880,1912,98144,2750,4000,306.3380281690141,112,0
2014-07-24,225000.0,3,2.25,1470,6808,1.0,0,0,3,7,1160,310,1984,98023,1570,7881,153.0612244897959,40,0
2015-04-21,1387000.0,4,4.5,4490,24767,2.0,0,2,3,11,3800,690,1998,98006,3370,32700,308.9086859688196,26,0
2014-06-19,177000.0,3,1.75,1150,8079,1.0,0,0,4,7,1150,0,1983,98030,1540,7399,153.91304347826087,41,0
2015-01-27,465000.0,3,1.5,1460,9879,1.0,0,0,3,7,1460,0,1956,98008,1610,10050,318.4931506849315,68,0
2014-09-27,750000.0,4,2.75,3150,6343,1.0,0,3,3,8,1810,1340,1976,98126,2250,6343,238.0952380952381,48,0
2014-09-22,149000.0,3,1.0,1090,2800,1.0,0,0,3,6,1090,0,1969,98092,1040,2960,136.69724770642202,55,0
2014-06-09,605000.0,3,2.5,2670,47480,2.0,0,3,3,9,2670,0,1981,98072,2760,42800,226.59176029962546,43,0
2014-10-24,725000.0,3,2.0,2110,5800,1.5,0,0,4,7,1990,120,1927,98103,1620,4300,343.6018957345972,97,0
2014-09-22,413900.0,4,2.25,1770,5236,2.0,0,0,3,7,1770,0,2007,98056,2470,5064,233.8418079096045,17,0
2014-07-31,199950.0,3,1.5,1510,6600,1.0,0,0,3,6,1510,0,1938,98168,990,6600,132.41721854304635,86,0
2014-09-24,400000.0,1,1.0,530,13679,1.0,0,0,4,6,530,0,1949,98053,1930,20624,754.7169811320755,75,0
2014-08-12,870000.0,3,1.5,2420,5000,2.0,0,0,4,8,2200,220,1925,98103,2070,5000,359.504132231405,99,0
2014-06-05,292000.0,5,2.5,2490,7666,1.0,0,0,4,7,1490,1000,1989,98031,1930,7415,117.26907630522088,35,0
2014-05-12,225000.0,3,1.0,990,8012,1.0,0,0,4,7,990,0,1966,98058,1260,9060,227.27272727272728,58,0
2015-03-16,466750.0,4,2.0,1730,9139,2.0,0,0,3,8,1730,0,1957,98125,1410,7311,269.7976878612717,67,0
2015-03-23,330000.0,2,1.5,1440,11954,1.0,0,0,4,8,1440,0,1978,98002,1460,9730,229.16666666666666,46,0
2014-10-02,770000.0,7,2.25,3260,8145,2.0,0,0,5,8,3260,0,1967,98008,2340,8145,236.19631901840492,57,0
2015-02-13,802500.0,4,2.25,1950,7000,1.0,0,1,3,8,1450,500,1957,98118,1840,6440,411.53846153846155,67,0
2014-07-18,378800.0,5,2.5,2740,5400,2.0,0,0,3,8,2740,0,2005,98031,2900,5476,138.24817518248176,19,0
2015-05-01,795000.0,3,2.75,2940,12487,2.0,0,0,3,10,2940,0,1997,98075,3110,10837,270.40816326530614,27,0
2015-04-22,460000.0,3,2.0,1200,7320,1.0,0,0,3,7,1200,0,1955,98115,1750,8220,383.3333333333333,69,0
2014-12-19,567000.0,3,2.5,2070,10908,2.0,0,0,3,8,2070,0,1986,98029,2220,10975,273.9130434782609,38,0
2014-07-22,209950.0,3,1.75,1570,15570,1.0,0,0,3,7,1570,0,1981,98023,2000,28200,133.72611464968153,43,0
2014-05-20,415000.0,2,1.0,1050,60113,1.0,0,0,4,7,1050,0,1943,98001,1380,27442,395.23809523809524,81,0
2014-12-15,424500.0,4,1.5,1830,6985,1.0,0,0,3,7,1080,750,1967,98028,1650,9501,231.9672131147541,57,0
2015-05-05,261000.0,2,1.0,970,12500,1.0,0,0,3,6,970,0,1941,98168,1280,6250,269.07216494845363,83,0
2014-08-27,365000.0,3,2.5,2200,9696,2.0,0,0,3,8,2200,0,1987,98031,2200,9915,165.9090909090909,37,0
2015-04-08,631000.0,4,2.0,1930,3240,1.5,0,0,4,7,1930,0,1911,98122,1480,3600,326.94300518134713,113,0
2014-07-01,3800000.0,5,5.5,7050,42840,1.0,0,2,4,13,4320,2730,1978,98004,5070,20570,539.0070921985815,46,0
2014-10-08,584000.0,3,2.5,1790,3962,2.0,0,0,3,8,1790,0,1992,98117,1340,3960,326.25698324022346,32,0
2014-07-29,310000.0,3,1.75,1560,82328,1.0,0,0,3,7,1560,0,1974,98070,2100,205603,198.71794871794873,50,0
2015-03-12,717000.0,4,2.5,2780,7985,2.0,0,0,4,10,2780,0,1992,98029,2650,8094,257.9136690647482,32,0
2014-06-16,667000.0,3,1.5,1720,8100,2.0,0,0,3,8,1720,0,1907,98107,2210,8100,387.7906976744186,117,0
2014-12-30,190000.0,3,1.0,1640,8100,1.0,0,0,3,6,1040,600,1939,98146,1600,8100,115.85365853658537,85,0
2014-06-17,430000.0,3,2.0,1730,9000,1.0,0,0,3,8,1370,360,1978,98027,2390,10000,248.5549132947977,46,0
2015-04-24,213000.0,2,1.0,740,7380,1.0,0,0,4,6,740,0,1951,98188,1500,10075,287.8378378378378,73,0
2014-10-07,475000.0,3,2.5,2280,3710,1.0,0,0,3,8,1550,730,1990,98072,2030,3710,208.33333333333334,34,0
2015-03-09,649000.0,2,2.75,2090,23962,2.0,0,3,4,8,2090,0,1988,98070,1820,32340,310.5263157894737,36,0
2014-06-06,715000.0,3,2.5,2550,13458,2.0,0,0,3,9,2550,0,1990,98006,3180,13458,280.3921568627451,34,0
2015-03-18,845000.0,4,3.5,3350,19487,1.0,0,0,3,11,2460,890,1992,98075,3360,19460,252.23880597014926,32,0
2014-11-10,390000.0,3,2.5,2770,8820,1.0,0,0,3,7,1900,870,1980,98038,1850,10920,140.7942238267148,44,1
2014-09-24,390000.0,4,3.0,2860,5724,1.0,0,0,3,7,1730,1130,1983,98108,2340,7200,136.36363636363637,41,0
2014-07-29,328000.0,4,1.75,1990,7194,1.0,0,0,4,8,1400,590,1978,98058,1820,7400,164.82412060301507,46,0
2014-12-05,239999.0,3,2.75,1740,8436,1.0,0,0,3,7,1140,600,1967,98003,1550,8436,137.93045977011494,57,0
2014-10-21,225000.0,3,2.0,1460,7740,1.0,0,0,3,7,1460,0,1968,98003,1540,7644,154.1095890410959,56,0
2014-10-16,920000.0,3,1.75,3670,11884,1.0,0,2,4,9,1950,1720,1979,98006,3020,9747,250.68119891008175,45,0
2015-03-17,940000.0,4,2.75,3270,9231,2.0,0,0,3,10,3270,0,1995,98052,3380,10154,287.4617737003058,29,0
2015-05-01,465000.0,3,1.0,1210,4872,1.0,0,0,4,6,1210,0,1949,98118,1070,4872,384.297520661157,75,0
2014-07-01,241000.0,3,2.0,1770,7000,1.0,0,0,3,7,1770,0,1986,98001,1510,10462,136.1581920903955,38,0
2014-06-09,307550.0,4,2.5,1980,5909,2.0,0,0,3,8,1980,0,2003,98031,2550,5487,155.32828282828282,21,0
2014-10-31,490000.0,4,2.5,2650,9627,1.0,0,3,4,8,1610,1040,1976,98028,2650,9221,184.9056603773585,48,0
2014-05-12,647000.0,4,2.5,3040,6887,2.0,0,0,3,8,3040,0,1999,98074,2790,7196,212.82894736842104,25,0
2014-08-27,780000.0,4,2.75,3640,231739,1.5,0,0,3,10,3640,0,1999,98027,2670,91040,214.28571428571428,25,0
2014-11-14,517500.0,3,2.5,1810,4332,2.0,0,0,3,8,1810,0,1992,98029,1740,4332,285.91160220994476,32,0
2014-06-18,295000.0,3,2.0,1380,8682,1.0,0,0,4,7,1380,0,1966,98148,1410,10594,213.768115942029,58,0
2014-12-04,560000.0,4,1.5,1810,3400,2.0,0,0,3,8,1810,0,1926,98112,1770,3600,309.3922651933702,98,0
2014-11-05,319450.0,5,2.0,2250,5472,1.5,0,0,5,7,1750,500,1930,98002,1540,5472,141.9777777777778,94,0
2014-12-12,1500000.0,4,3.25,3860,7199,2.0,0,1,3,9,2870,990,2005,98115,2940,9600,388.60103626943004,19,0
2014-09-19,340000.0,4,3.0,2380,20277,1.0,0,0,3,8,1500,880,1999,98023,2370,15440,142.85714285714286,25,0
2014-08-15,249950.0,3,1.0,1370,11658,1.0,0,0,4,6,1370,0,1958,98058,1080,9198,182.44525547445255,66,0
2014-06-13,499950.0,3,1.0,1830,3000,1.5,0,0,3,7,1430,400,1926,98103,1510,2500,273.1967213114754,98,0
2014-07-02,1038000.0,4,1.75,1440,13296,1.0,0,0,4,8,1440,0,1967,98004,3520,10802,720.8333333333334,57,0
2015-02-16,750000.0,4,2.5,2510,17200,1.0,0,2,4,9,1540,970,1977,98052,2370,14621,298.804780876494,47,0
2015-03-23,875000.0,4,2.5,3230,256132,2.0,0,0,3,9,3230,0,2006,98053,3080,217800,270.8978328173375,18,0
2015-04-14,678000.0,3,1.75,1670,7210,1.0,0,0,5,8,1670,0,1967,98008,2200,7210,405.98802395209583,57,0
2014-07-29,360000.0,2,1.0,780,4200,1.0,0,0,3,6,780,0,1920,98118,1620,6000,461.53846153846155,104,0
2014-09-23,354900.0,3,1.0,1720,16552,1.0,0,0,4,7,1720,0,1971,98059,1550,15457,206.3372093023256,53,0
2014-08-27,632000.0,5,2.5,2260,10087,1.0,0,0,3,8,1520,740,1967,98008,2500,9440,279.646017699115,57,0
2014-12-18,350000.0,3,1.75,1480,9375,1.0,0,0,4,7,1480,0,1957,98146,1370,9000,236.48648648648648,67,0
2014-07-30,990000.0,3,4.0,2550,3900,2.0,0,2,3,8,2050,500,1940,98199,2340,6400,388.2352941176471,84,1
2015-01-05,1650000.0,4,3.25,3920,881654,3.0,0,3,3,11,3920,0,2002,98024,2970,112384,420.9183673469388,22,0
2014-07-07,481000.0,4,2.5,2286,8269,2.0,0,0,3,8,2286,0,2002,98056,2110,4711,210.41119860017497,22,0
2014-06-24,485000.0,3,2.5,1500,5412,1.0,0,0,5,7,900,600,1920,98136,1090,5412,323.3333333333333,104,0
2015-04-13,477000.0,3,2.5,1740,4960,2.0,0,0,3,8,1740,0,1992,98029,1740,5021,274.13793103448273,32,0
2014-07-29,560000.0,5,2.5,2880,9000,1.0,0,0,5,8,1440,1440,1966,98006,2010,9000,194.44444444444446,58,0
2014-11-17,600000.0,6,3.0,2600,9350,1.0,0,0,4,8,1340,1260,1963,98008,2090,9102,230.76923076923077,61,0
2014-06-13,622500.0,5,2.75,3320,23760,2.0,0,0,4,8,2190,1130,1975,98072,2520,36720,187.5,49,0
2015-04-29,410000.0,2,2.25,1660,2128,2.0,0,0,4,8,1660,0,1974,98028,1640,2128,246.9879518072289,50,0
2015-04-02,318200.0,3,2.5,1990,3644,2.0,0,0,3,7,1990,0,2010,98038,2580,3800,159.89949748743717,14,0
2014-06-05,289000.0,3,2.0,1680,8424,1.0,0,0,3,7,1680,0,1993,98022,1990,8545,172.02380952380952,31,0
2014-05-20,263000.0,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,98031,1580,8622,167.51592356687897,42,0
2014-06-05,240000.0,3,1.0,1150,4825,1.0,0,0,4,6,1150,0,1957,98027,1760,7121,208.69565217391303,67,0
2015-04-07,281500.0,3,1.0,1270,7500,1.0,0,0,3,7,1270,0,1953,98146,1340,3000,221.6535433070866,71,0
2014-06-20,587206.0,3,3.5,1890,1710,2.0,0,0,3,8,1640,250,1999,98103,1680,1562,310.6910052910053,25,0
2014-07-30,482000.0,2,2.25,1350,1248,2.0,0,0,3,7,1180,170,2000,98102,1760,3360,357.037037037037,24,0
